age,sex,education,marriage,num_dependents,home_ownership,years_at_address,employment_status,years_employed,annual_income,monthly_income,income_source,has_other_loans,region,limit_bal,current_balance,available_credit,credit_utilization,over_limit_flag,balance_to_limit_6m_avg,utilization_trend,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,max_pay_delay,num_late_payments,payment_consistency_score,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,avg_bill_amt,max_bill_amt,bill_volatility,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,avg_pay_amt,total_paid_6m,pay_to_bill_ratio,credit_score,num_credit_inquiries_6m,num_open_accounts,num_closed_accounts,oldest_account_years,num_delinquencies_2yr,num_public_records,bankruptcy_flag,debt_collection_flag,credit_mix_score,card_type,rewards_program,card_age_months,num_cards_held,primary_card_flag,annual_fee,credit_limit_increase_count,avg_monthly_spend,num_transactions_monthly,avg_transaction_value,cash_advance_usage_pct,cash_advance_count_6m,foreign_transaction_flag,online_transaction_pct,travel_category_spend_pct,grocery_category_spend_pct,restaurant_spend_pct,returned_payment_count,weekend_spend_pct,debt_to_income_ratio,monthly_obligation_ratio,credit_limit_to_income,income_stability_index,net_worth_proxy,spend_to_income_ratio,urban_flag,state_code,zip_income_percentile,app_login_frequency_monthly,paperless_flag,autopay_enrolled,customer_service_calls_6m,dispute_count_1yr,num_cards_held_total_institutions,months_since_last_delinquency,mobile_app_user,email_open_rate,min_pay_flag,spend_to_limit_ratio,payment_to_income_ratio,repeat_late_payer_flag,credit_card_default
41,1,2,2,2,0,0.8,3,3.2,74076.0,6173.0,1,1,4,10000,4396.0,5604.0,0.4396,0,0.4051588590792259,0.0426,2,3,-1,7,3,-1,7,4,0.3333,4873.0,5091.0,2467.0,3121.0,4988.0,2246.0,3798.0,5091.0,1216.7,3489.0,3164.0,1910.0,2393.0,2357.0,1164.0,2413.0,14477.0,0.6353,654.0,1,11,5,1.8,1,0,0,0,2,3,0,2,2,0,195,3,2831.0,20,141.55,0.3135,0,0,0.6108,0.0603,0.5335,0.0422,0,0.7168,0.0593,0.6152,0.135,0.1455,23704.0,0.4585,1,26,0.4788,7,1,1,1,0,4,22,1,0.6283,0,0.2831,0.3908,1,0
33,1,2,1,0,1,1.9,3,3.8,69091.0,5758.0,1,1,4,50000,29725.0,20275.0,0.5945,0,0.6864135128926544,0.0066,-1,5,-1,1,-1,0,5,2,0.6667,38308.0,39562.0,30562.0,22274.0,6320.0,29380.0,27734.0,39562.0,11186.22,14972.0,24059.0,11172.0,8779.0,3378.0,18989.0,13558.0,81349.0,0.4889,634.0,0,8,7,4.3,1,0,0,0,1,4,1,138,6,1,0,0,25061.0,19,1319.0,0.1297,0,1,0.273,0.0018,0.451,0.2304,0,0.4607,0.4302,4.8158,0.7237,0.2714,26255.0,4.3516,1,22,0.531,5,0,0,0,0,7,29,1,0.4928,0,0.5012,2.3542,0,0
54,1,2,2,0,1,5.2,3,5.7,87432.0,7286.0,1,0,3,100000,52070.0,47930.0,0.5207,0,0.5858285092109801,0.038,1,2,0,0,2,-1,2,3,0.5,36328.0,36188.0,24522.0,45328.0,40429.0,55671.0,39744.0,55671.0,9498.62,28132.0,18673.0,9798.0,22326.0,15952.0,29957.0,20806.0,124838.0,0.5235,664.0,3,8,4,12.0,0,0,0,0,2,3,0,53,7,1,95,0,26581.0,9,2953.44,0.1046,1,1,0.437,0.0032,0.0872,0.2861,0,0.3575,0.5955,5.4541,1.1437,0.1629,49836.0,3.6477,0,7,0.3504,5,1,0,2,1,2,0,1,0.4475,0,0.2658,2.8552,1,1
48,2,1,1,4,1,9.3,1,0.6,28289.0,2357.0,3,0,2,80000,20464.0,59536.0,0.2558,0,0.2204388647181972,0.0078,8,1,2,-1,2,0,8,4,0.3333,44981.0,43491.0,19600.0,22706.0,42447.0,7270.0,30082.0,44981.0,14372.08,20351.0,39382.0,14169.0,14777.0,24312.0,4437.0,19571.0,117428.0,0.6506,597.0,1,2,8,3.2,0,0,0,0,1,3,0,63,5,1,550,2,32971.0,17,1939.47,0.1384,0,0,0.3777,0.0238,0.2187,0.1877,0,0.1807,0.7234,12.7574,2.8279,0.0207,1697.0,13.9826,1,41,0.0014,10,0,1,1,0,5,57,1,0.2572,0,0.4121,8.2998,1,0
58,1,1,2,2,0,2.2,1,3.4,123612.0,10301.0,4,1,2,150000,78525.0,71475.0,0.5235,0,0.5712026896716385,0.0456,-1,8,1,2,-1,-1,8,3,0.5,68835.0,42352.0,66745.0,16970.0,98670.0,28618.0,53698.0,98670.0,27472.77,52803.0,14861.0,42569.0,12434.0,77113.0,14720.0,35750.0,214500.0,0.6658,656.0,3,8,0,3.4,1,0,1,0,3,3,1,109,2,0,0,0,55034.0,24,2293.08,0.0302,0,0,0.6486,0.1827,0.5184,0.1733,0,0.5215,0.6352,5.2124,1.2135,0.0872,42028.0,5.3421,0,33,0.2069,5,1,0,3,0,7,67,0,0.5336,0,0.3669,3.4702,1,1
45,2,1,2,2,0,10.8,2,0.8,38421.0,3202.0,1,0,2,300000,121500.0,178500.0,0.405,0,0.4493376636323256,-0.0478,-1,-1,-2,0,3,3,3,2,0.6667,185006.0,107226.0,128957.0,185639.0,110986.0,164941.0,147126.0,185639.0,32822.1,55879.0,73406.0,22336.0,68177.0,53980.0,57120.0,55150.0,330898.0,0.3748,555.0,1,14,7,4.8,0,0,0,0,5,1,1,120,1,1,450,2,154554.0,18,8586.33,0.0825,2,1,0.5394,0.0898,0.6426,0.5878,0,0.647,3.1623,45.9338,7.808,0.0308,3074.0,48.2529,1,5,0.7323,8,1,0,1,0,1,53,1,0.1509,0,0.5152,17.2182,1,1
24,1,2,2,0,1,1.1,1,11.9,35908.0,2992.0,1,1,3,150000,69300.0,80700.0,0.462,0,0.4415512592142765,-0.1072,0,-1,-2,-1,3,4,4,2,0.6667,94735.0,19262.0,26741.0,43731.0,56877.0,57246.0,49765.0,94735.0,24582.49,65896.0,12014.0,12977.0,27222.0,19762.0,38739.0,29435.0,176610.0,0.5915,629.0,2,10,9,0.5,1,0,0,0,5,2,1,50,2,0,0,0,38485.0,22,1749.32,0.1144,0,0,0.4859,0.0071,0.1755,0.1949,0,0.5069,1.9299,16.6271,4.1772,1.0,42731.0,12.8583,1,9,0.2056,8,1,1,1,0,3,46,1,0.4355,0,0.2566,9.8346,1,1
45,1,1,2,0,1,5.0,1,2.8,78993.0,6583.0,2,0,2,10000,1874.0,8126.0,0.1874,0,0.0801229516383995,0.0289,-1,1,-1,-1,0,1,1,2,0.6667,689.0,1965.0,1515.0,348.0,2053.0,4956.0,1921.0,4956.0,1493.74,477.0,1277.0,870.0,321.0,1775.0,3969.0,1448.0,8689.0,0.7538,686.0,3,14,8,1.4,0,0,0,0,3,3,1,42,2,0,95,1,1844.0,28,65.86,0.0014,2,0,0.7096,0.1388,0.2032,0.3965,0,0.06,0.0237,0.2918,0.1266,0.1077,22118.0,0.2801,1,17,0.3612,7,1,0,1,0,9,0,1,0.1998,0,0.1844,0.2199,0,1
72,2,2,2,0,1,3.7,1,5.8,42158.0,3513.0,1,1,4,20000,12024.0,7976.0,0.6012,0,0.6113915346016308,0.0196,-1,-1,-1,-1,-1,-1,-1,0,1.0,5240.0,8021.0,6659.0,5739.0,9119.0,4553.0,6555.0,9119.0,1588.35,1932.0,6612.0,3729.0,4395.0,8564.0,2166.0,4566.0,27398.0,0.6966,823.0,1,3,7,0.5,0,0,0,0,1,1,1,196,4,1,195,1,6999.0,22,318.14,0.007,0,1,0.7003,0.1659,0.4555,0.3655,0,0.296,0.2852,1.8654,0.4744,0.1094,24452.0,1.9917,1,48,0.9633,9,1,1,0,0,4,51,1,0.224,0,0.3499,1.2994,0,0
70,2,1,1,1,2,2.3,1,3.9,75626.0,6302.0,1,0,1,80000,36744.0,43256.0,0.4593,0,0.4438456842486883,-0.0956,-1,3,1,-1,0,-1,3,2,0.6667,11898.0,54146.0,38152.0,14910.0,36960.0,44062.0,33355.0,54146.0,15185.16,4263.0,25976.0,26181.0,7933.0,28100.0,23271.0,19287.0,115724.0,0.5782,850.0,0,12,9,5.3,0,0,0,0,2,2,1,28,4,1,0,0,32764.0,11,2978.55,0.0304,1,0,0.7215,0.0642,0.3775,0.4786,0,0.5249,0.4859,5.2919,1.0578,0.0765,29494.0,5.1982,0,8,0.4203,4,0,1,0,0,3,0,1,0.3583,0,0.4095,3.06,0,0
26,1,2,1,0,1,0.1,3,5.8,42153.0,3513.0,1,0,2,30000,18960.0,11040.0,0.632,0,0.651290634087285,0.0141,1,-2,0,0,-1,0,1,1,0.8333,1428.0,14819.0,7639.0,7868.0,10263.0,13391.0,9235.0,14819.0,4375.6,839.0,9913.0,3746.0,2609.0,1693.0,10472.0,4879.0,29272.0,0.5283,762.0,0,5,2,18.6,0,0,0,0,5,3,1,7,3,1,95,0,9217.0,23,400.74,0.1203,2,0,0.4766,0.2762,0.467,0.7094,0,0.0968,0.4498,2.6281,0.7117,0.8286,24449.0,2.6229,1,8,0.2313,9,1,1,1,1,3,1,1,0.6479,0,0.3072,1.3884,0,0
22,2,2,1,0,1,2.5,1,5.3,29459.0,2455.0,2,0,3,80000,15792.0,64208.0,0.1974,0,0.1821353812425653,-0.0128,1,1,0,-1,-1,-2,1,2,0.6667,47270.0,6328.0,30257.0,51424.0,11823.0,42151.0,31542.0,51424.0,17231.03,34865.0,3125.0,14808.0,38437.0,6041.0,24770.0,20341.0,122046.0,0.6449,713.0,3,6,7,1.8,1,0,0,1,1,2,1,121,7,1,95,1,28720.0,13,2209.23,0.0326,1,1,0.567,0.0848,0.2534,0.0666,1,0.1242,0.536,12.8428,2.7155,1.0,15613.0,11.6938,1,24,0.1505,7,1,1,1,0,9,72,1,0.5922,0,0.359,8.2822,0,0
64,2,4,1,3,1,2.0,1,3.5,150138.0,12512.0,2,1,3,150000,108525.0,41475.0,0.7235,0,0.754422724242661,-0.0588,-1,-1,0,1,0,-1,1,1,0.8333,39562.0,40713.0,15123.0,37133.0,5856.0,18969.0,26226.0,40713.0,13525.05,25992.0,38315.0,4086.0,22909.0,3148.0,9360.0,17302.0,103810.0,0.6597,738.0,2,2,4,4.1,0,0,0,0,1,2,0,37,4,1,95,0,24634.0,19,1296.53,0.2282,0,1,0.9393,0.3097,0.2892,0.1139,3,0.1087,0.7228,2.0959,0.9991,0.0778,52548.0,1.9687,1,25,0.2635,5,0,0,0,0,7,0,1,0.4235,0,0.1642,1.3827,0,0
44,2,3,2,3,1,1.4,4,0.7,156313.0,13026.0,1,0,4,100000,22180.0,77820.0,0.2218,0,0.2002400068855553,-0.0014,0,0,6,0,-1,1,6,2,0.6667,15359.0,44858.0,68342.0,7321.0,18254.0,42330.0,32744.0,68342.0,21072.83,9582.0,3356.0,16831.0,4340.0,12664.0,32361.0,13189.0,79134.0,0.4028,741.0,1,4,2,1.1,0,0,0,0,2,3,1,238,7,0,195,2,19908.0,16,1244.25,0.1807,0,0,0.8702,0.0411,0.3957,0.0528,0,0.2262,0.1419,2.5135,0.6397,0.028,10942.0,1.5282,0,24,0.665,7,1,1,0,1,3,0,1,0.3123,0,0.1991,1.0124,0,0
54,1,3,1,3,0,4.0,1,14.1,52045.0,4337.0,1,1,1,80000,16696.0,63304.0,0.2087,0,0.1227449154214695,0.0229,0,-1,0,-1,2,-1,2,1,0.8333,8778.0,47861.0,18694.0,33442.0,28556.0,11704.0,24839.0,47861.0,13454.15,5722.0,34109.0,10724.0,28013.0,7291.0,6215.0,15346.0,92074.0,0.6178,705.0,0,11,2,1.5,0,0,0,0,4,1,1,152,1,1,550,0,22325.0,17,1313.24,0.1732,1,0,0.8167,0.1201,0.2652,0.2746,0,0.4156,0.3208,5.7259,1.5371,0.4029,73383.0,5.1464,1,26,0.3957,11,0,1,0,0,1,66,1,0.4677,0,0.2791,3.5376,0,0
42,2,2,3,0,0,0.5,1,16.7,24769.0,2064.0,2,1,1,30000,12222.0,17778.0,0.4074,0,0.3690423626019571,-0.0561,0,2,-1,2,-1,5,5,3,0.5,21767.0,15121.0,9145.0,9005.0,565.0,18940.0,12424.0,21767.0,7072.26,9578.0,8054.0,5392.0,3938.0,213.0,13820.0,6832.0,40995.0,0.5499,708.0,0,8,1,19.9,0,1,0,0,3,1,1,157,2,1,0,1,12848.0,20,642.4,0.0636,0,0,0.8683,0.3277,0.1942,0.6598,0,0.2763,0.4934,6.0165,1.2111,0.7261,41364.0,6.2218,1,36,0.4397,7,1,1,0,0,5,0,1,0.3536,0,0.4283,3.3085,1,1
50,2,2,2,1,2,1.2,1,1.9,46945.0,3912.0,1,1,3,30000,21171.0,8829.0,0.7057,0,0.6527540484270417,0.0683,2,1,-1,-1,-1,0,2,2,0.6667,18175.0,6503.0,5653.0,4220.0,5365.0,20351.0,10044.0,20351.0,6582.54,11470.0,4212.0,4870.0,3241.0,3588.0,14830.0,7035.0,42211.0,0.7004,569.0,1,13,3,4.4,2,0,0,0,2,2,0,172,4,1,95,1,7459.0,19,392.58,0.1431,1,1,0.2674,0.0171,0.0685,0.1502,0,0.3038,0.451,2.5668,0.639,0.0613,8920.0,1.9062,1,33,0.538,13,1,1,0,0,8,6,1,0.2932,0,0.2486,1.7979,0,0
68,1,3,3,4,0,1.3,3,1.7,28434.0,2370.0,1,0,1,50000,33150.0,16850.0,0.663,0,0.5910093988021603,-0.0534,-1,-1,-1,0,0,8,8,1,0.8333,16380.0,15781.0,11204.0,3528.0,7302.0,28649.0,13807.0,28649.0,8016.13,12495.0,7626.0,5321.0,2405.0,1627.0,15653.0,7521.0,45127.0,0.5447,730.0,2,10,7,0.5,0,0,0,0,2,3,1,223,4,1,0,0,10210.0,23,443.91,0.3737,0,0,0.4365,0.0405,0.2256,0.4808,0,0.0838,1.1658,5.8233,1.7584,0.0347,4834.0,4.3062,1,6,0.4047,9,0,1,1,0,6,18,0,0.5389,0,0.2042,3.1721,0,0
41,2,1,1,1,0,4.1,1,4.1,35575.0,2965.0,4,0,1,80000,12712.0,67288.0,0.1589,0,0.2178292264771582,-0.0583,1,3,-1,3,2,0,3,4,0.3333,24630.0,36551.0,5097.0,12097.0,38817.0,27736.0,24155.0,38817.0,12181.18,15920.0,13819.0,4801.0,9923.0,26304.0,16877.0,14607.0,87644.0,0.6047,569.0,2,6,5,0.9,2,1,0,1,4,2,1,172,4,1,0,0,20647.0,16,1290.44,0.3802,1,1,0.3983,0.0164,0.259,0.3005,0,0.4553,0.3573,8.144,2.2487,0.1864,14586.0,6.9612,1,31,0.5679,9,1,0,1,0,9,50,0,0.049,0,0.2581,4.9248,1,0
46,1,1,3,2,2,5.8,4,2.1,50504.0,4209.0,1,0,4,50000,32830.0,17170.0,0.6566,0,0.7148908546500102,-0.0219,-1,-1,1,-1,-1,0,1,1,0.8333,22832.0,18605.0,13342.0,26537.0,21277.0,17393.0,19998.0,26537.0,4192.35,10022.0,9281.0,8976.0,16563.0,7394.0,11513.0,10625.0,63749.0,0.5313,702.0,4,6,5,11.7,0,1,0,0,1,1,0,7,3,0,550,1,21267.0,13,1635.92,0.1628,1,1,0.4635,0.0869,0.2356,0.4271,0,0.2729,0.65,4.7501,0.99,0.0778,10606.0,5.0515,0,47,0.271,8,1,0,1,0,6,0,1,0.5411,0,0.4253,2.5238,0,1
53,2,2,2,1,1,5.6,1,12.8,82234.0,6853.0,1,1,4,50000,4195.0,45805.0,0.0839,0,0.1568145663187889,-0.0314,3,-2,0,0,-1,-1,3,1,0.8333,6348.0,4385.0,13864.0,17907.0,28451.0,27431.0,16398.0,28451.0,9318.57,4602.0,1898.0,8262.0,11067.0,20403.0,6505.0,8790.0,52737.0,0.536,661.0,0,9,8,4.8,0,0,0,0,3,2,1,21,5,0,195,3,11679.0,18,648.83,0.0715,0,0,0.6807,0.2949,0.3309,0.1477,0,0.5687,0.051,2.3925,0.608,0.3765,105260.0,1.704,1,40,0.5306,9,0,1,2,1,2,52,1,0.2726,0,0.2336,1.2825,0,0
41,1,2,3,2,1,0.9,4,0.1,30698.0,2558.0,1,0,1,10000,4298.0,5702.0,0.4298,0,0.4117174435222891,0.0396,4,-1,-1,1,-1,-1,4,2,0.6667,3711.0,3780.0,3080.0,3991.0,6302.0,4639.0,4250.0,6302.0,1025.46,1215.0,3070.0,2010.0,957.0,5575.0,3328.0,2692.0,16155.0,0.6334,802.0,1,11,4,0.5,0,0,0,0,4,1,0,9,4,1,195,0,2766.0,13,212.77,0.0195,0,0,0.7758,0.1426,0.0198,0.4039,0,0.1236,0.14,1.6608,0.3257,0.0045,307.0,1.0809,0,6,0.6679,9,1,1,1,0,6,40,1,0.3143,0,0.2766,1.052,0,0
55,2,1,2,2,0,11.5,1,6.4,133848.0,11154.0,1,0,1,30000,21684.0,8316.0,0.7228,0,0.7486442399596522,-0.0021,0,1,-1,0,-1,2,2,2,0.6667,4053.0,5379.0,11542.0,5851.0,13391.0,20556.0,10129.0,20556.0,5761.09,1549.0,4396.0,6617.0,2937.0,10133.0,10755.0,6064.0,36387.0,0.5987,596.0,0,10,3,2.8,0,0,0,0,3,1,1,192,2,1,195,2,9615.0,27,356.11,0.0524,0,0,0.5229,0.1585,0.3845,0.412,2,0.2202,0.162,0.908,0.2241,0.1778,85663.0,0.8619,1,23,0.9847,6,1,0,0,0,5,41,1,0.5828,0,0.3205,0.5436,0,0
61,1,1,1,1,0,3.3,1,10.6,40459.0,3372.0,1,1,1,30000,10461.0,19539.0,0.3487,0,0.3921318722203443,-0.0216,0,-1,-1,5,-1,-1,5,1,0.8333,3892.0,6941.0,5242.0,20441.0,5707.0,10255.0,8746.0,20441.0,5588.43,1768.0,4882.0,4283.0,16033.0,2713.0,3808.0,5581.0,33487.0,0.6381,669.0,0,6,0,3.8,0,0,0,0,4,1,1,20,5,0,195,0,9514.0,11,864.91,0.1184,2,0,0.7274,0.0666,0.2528,0.3995,0,0.3405,0.2586,2.5929,0.7415,0.2524,42887.0,2.8206,1,1,0.9677,5,0,1,2,0,4,70,0,0.4739,0,0.3171,1.6546,0,0
67,1,1,1,0,1,2.6,3,2.9,54145.0,4512.0,1,1,1,30000,5970.0,24030.0,0.199,0,0.1623602655641886,-0.0189,-1,-1,0,0,-1,-1,0,0,1.0,1054.0,6391.0,21919.0,8347.0,19629.0,4298.0,10273.0,21919.0,7774.25,464.0,2485.0,14562.0,6401.0,13980.0,1943.0,6639.0,39835.0,0.6463,782.0,0,9,4,19.9,0,0,0,0,4,1,1,202,1,0,95,0,8541.0,21,406.71,0.0611,3,0,0.7765,0.2467,0.5414,0.4047,2,0.2529,0.1103,2.2763,0.5541,0.0604,15702.0,1.8925,0,14,0.3934,9,1,0,2,0,9,23,1,0.2869,0,0.2847,1.4711,0,0
38,1,1,3,2,2,2.6,2,6.7,110727.0,9227.0,1,1,5,100000,25570.0,74430.0,0.2557,0,0.3323202168675597,0.0337,0,0,-1,-1,2,-1,2,1,0.8333,20626.0,47641.0,59934.0,31316.0,8756.0,27828.0,32684.0,59934.0,16880.32,14497.0,17871.0,41038.0,18237.0,5965.0,22828.0,20073.0,120436.0,0.6142,622.0,1,12,2,0.8,1,0,0,0,2,1,0,199,7,0,95,0,34942.0,13,2687.85,0.0148,0,1,0.4279,0.0625,0.2115,0.4118,0,0.1792,0.2309,3.5418,0.9031,0.3526,74187.0,3.7865,1,26,0.4154,15,1,0,3,0,8,33,0,0.4395,0,0.3494,2.1752,0,1
43,1,3,1,1,1,0.4,1,1.5,111309.0,9276.0,1,1,2,10000,3096.0,6904.0,0.3096,0,0.2796805701760403,-0.0229,-1,3,-1,-1,0,0,3,1,0.8333,4615.0,4207.0,1607.0,1022.0,2015.0,2805.0,2712.0,4615.0,1318.33,3967.0,2940.0,1182.0,337.0,1004.0,1856.0,1881.0,11286.0,0.6936,540.0,1,7,5,8.0,0,2,0,1,2,1,1,98,4,1,0,1,2284.0,12,190.33,0.1272,0,0,0.7848,0.3362,0.1679,0.4219,0,0.1631,0.0278,0.2923,0.0898,0.0625,16696.0,0.2462,1,41,0.9309,12,1,0,3,0,9,0,1,0.595,0,0.2284,0.2028,0,0
37,2,2,2,0,1,0.5,1,4.3,35922.0,2994.0,1,0,5,100000,20380.0,79620.0,0.2038,0,0.1321034160917662,-0.06,-1,-1,-1,-1,4,0,4,1,0.8333,66900.0,54766.0,60687.0,38717.0,44642.0,77930.0,57274.0,77930.0,13173.2,16727.0,18389.0,55177.0,22968.0,22154.0,30925.0,27723.0,166340.0,0.484,700.0,0,6,2,1.6,0,0,0,0,2,1,0,178,6,1,0,2,42789.0,13,3291.46,0.121,1,1,0.8374,0.1373,0.416,0.3654,1,0.1106,0.5673,19.1232,2.7837,0.2389,15446.0,14.2868,1,50,0.5513,6,1,0,1,1,9,0,1,0.1503,0,0.4279,9.2564,0,1
64,2,1,2,0,1,1.9,1,1.4,28278.0,2356.0,1,1,1,80000,60624.0,19376.0,0.7578,0,0.8729193100451058,-0.0166,-1,-1,0,5,1,0,5,2,0.6667,47322.0,28290.0,24111.0,11332.0,38733.0,29114.0,29817.0,47322.0,11276.82,41503.0,19830.0,9903.0,10143.0,24270.0,24783.0,21739.0,130432.0,0.7291,815.0,1,2,0,13.3,1,0,0,0,1,3,1,151,7,1,0,1,22885.0,20,1144.25,0.1631,0,0,0.5956,0.1431,0.2569,0.0442,0,0.3218,2.1438,12.6504,2.829,0.0311,3959.0,9.7094,1,44,0.7938,7,0,1,0,0,8,12,1,0.128,0,0.2861,9.2232,0,0
31,2,2,2,0,1,2.8,2,0.5,110497.0,9208.0,3,0,1,150000,41460.0,108540.0,0.2764,0,0.2470897364547769,-0.0159,-2,-1,-1,-1,-1,-1,-1,0,1.0,86445.0,41347.0,24203.0,57616.0,89518.0,21456.0,53431.0,89518.0,27179.68,74063.0,14326.0,11496.0,37652.0,20530.0,17221.0,29215.0,175288.0,0.5468,590.0,1,5,2,13.4,0,0,0,0,4,2,1,136,7,1,195,0,55318.0,25,2212.72,0.0221,1,0,0.9159,0.0785,0.1816,0.0601,0,0.3253,0.3752,5.802,1.3575,0.0417,5525.0,6.0069,1,28,0.0575,12,0,1,0,0,3,0,1,0.3271,0,0.3688,3.1724,0,0
40,2,3,2,1,1,10.2,3,6.1,65881.0,5490.0,1,0,3,20000,7724.0,12276.0,0.3862,0,0.3992849659588733,0.0638,2,4,-2,1,-1,-2,4,3,0.5,2837.0,3510.0,12514.0,5401.0,7716.0,6183.0,6360.0,12514.0,3193.63,1854.0,2224.0,8999.0,1752.0,4987.0,3000.0,3803.0,22816.0,0.598,643.0,2,14,6,4.9,0,0,0,1,2,2,0,116,1,1,95,1,4807.0,21,228.9,0.0023,1,0,0.387,0.3848,0.6252,0.4751,2,0.5371,0.1172,1.1583,0.3036,0.2905,40187.0,0.8754,1,32,0.3329,6,1,0,2,0,1,16,1,0.5123,0,0.2403,0.6926,1,0
36,1,2,2,2,1,7.3,1,7.3,77301.0,6442.0,1,0,5,200000,23820.0,176180.0,0.1191,0,0.1356892862171219,-0.036,0,-1,3,0,-2,0,3,1,0.8333,65689.0,86493.0,46764.0,107346.0,69907.0,137920.0,85686.0,137920.0,29894.19,44892.0,70935.0,33712.0,40407.0,28380.0,93654.0,51997.0,311980.0,0.6068,641.0,1,3,2,14.1,0,0,0,0,2,1,1,65,2,0,95,0,55901.0,10,5590.1,0.2702,0,1,0.58,0.2207,0.5315,0.5322,2,0.0545,0.3081,13.2991,2.5873,0.4294,56430.0,8.6762,0,41,0.9945,4,1,1,1,0,7,0,1,0.4181,0,0.2795,8.0703,0,1
22,1,1,2,4,1,3.4,1,12.3,52015.0,4335.0,1,0,2,30000,10611.0,19389.0,0.3537,0,0.3268358739938097,0.0034,-1,0,0,-1,-1,0,0,0,1.0,15253.0,3366.0,6966.0,8858.0,14160.0,3184.0,8631.0,15253.0,4736.99,4092.0,1894.0,2144.0,5927.0,4182.0,1142.0,3230.0,19381.0,0.3742,815.0,2,1,6,7.3,0,0,0,0,1,2,1,227,5,1,450,0,6911.0,12,575.92,0.0688,6,0,0.9649,0.1256,0.5746,0.2833,0,0.5059,0.204,1.9905,0.5767,1.0,63978.0,1.5939,1,44,0.1825,12,0,1,1,0,6,44,1,0.2432,0,0.2304,0.7449,0,0
55,2,2,2,0,0,0.2,1,2.7,62954.0,5246.0,1,1,5,50000,38735.0,11265.0,0.7747,0,0.7509968385421276,0.0057,-1,-1,0,-1,-2,2,2,1,0.8333,15911.0,21952.0,14783.0,31803.0,6908.0,4092.0,15908.0,31803.0,9229.16,6833.0,13834.0,6813.0,5487.0,2958.0,2972.0,6483.0,38897.0,0.4075,631.0,1,1,6,6.3,1,0,0,0,4,1,1,172,3,1,195,1,10677.0,21,508.43,0.0867,1,0,0.8394,0.1448,0.4217,0.661,0,0.1091,0.6153,3.0318,0.7942,0.075,16998.0,2.0349,1,44,0.861,3,0,1,1,2,8,6,1,0.4005,0,0.2135,1.2356,0,0
60,2,2,1,2,1,8.0,1,7.0,28469.0,2372.0,1,1,1,80000,57680.0,22320.0,0.721,0,0.6439368290808476,-0.0274,0,2,2,-1,0,0,2,2,0.6667,26671.0,44538.0,15084.0,18145.0,34386.0,23433.0,27043.0,44538.0,9961.24,24806.0,37748.0,13534.0,13924.0,18918.0,11857.0,20131.0,120787.0,0.7444,725.0,1,8,7,0.5,0,0,0,0,4,2,0,30,5,1,0,1,25205.0,17,1482.65,0.2275,0,0,0.3583,0.287,0.1837,0.1691,0,0.4264,2.026,11.3961,2.81,0.1707,19928.0,10.6216,0,5,0.7925,13,0,0,4,0,8,0,1,0.327,0,0.3151,8.4834,1,1
48,2,3,1,2,1,12.1,2,10.6,84967.0,7081.0,1,0,4,80000,29456.0,50544.0,0.3682,0,0.3964920922575261,0.1456,5,4,3,-1,0,-1,5,3,0.5,55504.0,30291.0,12473.0,13013.0,26659.0,15655.0,25599.0,55504.0,14983.49,43822.0,25569.0,8931.0,5496.0,22421.0,3996.0,18372.0,110235.0,0.7177,815.0,2,8,3,4.5,1,0,0,0,5,1,1,1,5,1,195,0,19901.0,23,865.26,0.0953,1,1,0.6932,0.2654,0.3655,0.2506,0,0.679,0.3467,3.6147,0.9415,0.3655,90065.0,2.8101,1,20,0.6201,10,1,1,0,0,4,0,1,0.1931,0,0.2488,2.5942,1,0
67,1,2,2,0,1,2.5,1,3.9,61929.0,5161.0,1,1,3,50000,29370.0,20630.0,0.5874,0,0.6499350389712734,-0.0342,-1,6,-1,-1,-1,2,6,2,0.6667,14029.0,3415.0,40357.0,8759.0,12171.0,8224.0,14492.0,40357.0,12037.82,8646.0,1302.0,21205.0,4732.0,4056.0,4896.0,7473.0,44837.0,0.5157,705.0,3,11,2,3.0,1,0,0,0,3,2,1,81,2,1,195,4,11825.0,12,985.42,0.0721,0,0,0.5583,0.0676,0.0917,0.1126,0,0.367,0.4742,2.8074,0.8074,0.0812,24152.0,2.2908,1,46,0.5001,6,1,1,0,0,1,61,1,0.4197,0,0.2365,1.4477,1,0
26,1,1,2,3,1,0.1,1,7.9,30336.0,2528.0,1,1,3,200000,139180.0,60820.0,0.6959,0,0.7172834439306002,-0.0294,-1,2,0,0,-1,1,2,2,0.6667,28808.0,11023.0,22322.0,84778.0,98585.0,87319.0,55472.0,98585.0,35396.35,17104.0,4103.0,18425.0,63053.0,45615.0,34287.0,30431.0,182587.0,0.5486,653.0,0,6,8,12.3,0,0,0,0,2,4,1,161,4,0,0,1,53289.0,19,2804.68,0.0568,3,0,0.3437,0.169,0.1649,0.3929,0,0.0367,4.5878,21.9344,6.5926,1.0,23965.0,21.0712,0,11,0.7309,10,1,0,2,0,5,47,1,0.1033,0,0.2664,12.0328,0,1
